principio_activo_buscado,categoria,producto_nombre_real,marca,farmacias_disponible,n_farmacias,precio_min,precio_max,url_ejemplo
Meloxicam,analgesico_antiinflamatorio,Meloxicam 15mg la sante tableta,Meloxicam,cruzazul|pharmacys,2,5.67,5.67,https://www.pharmacys.com.ec/meloxicam-15mg-la-sante-tableta/p
Meloxicam,analgesico_antiinflamatorio,Meloxicam 15mg labovida tableta,Meloxicam,cruzazul|pharmacys,2,6.2,7.75,https://www.pharmacys.com.ec/meloxicam-15mg-labovida-tableta/p
Meloxicam,analgesico_antiinflamatorio,Meloxicam 15mg leterago - genfar comprimidos,Meloxicam,cruzazul|pharmacys,2,4.54,4.54,https://www.pharmacys.com.ec/meloxicam-15mg-leterago-genfar-comprimidos/p
Meloxicam,analgesico_antiinflamatorio,Meloxicam 15mg portugal - generico tabletas,Meloxicam,cruzazul|pharmacys,2,40.0,40.0,https://www.pharmacys.com.ec/meloxicam-15mg-portugal-generico-tabletas/p
Meloxicam,analgesico_antiinflamatorio,Meloxicam 15mg tecnoquimicas - genericos tableta,Meloxicam,cruzazul|pharmacys,2,4.04,4.04,https://www.pharmacys.com.ec/meloxicam-15mg-tecnoquimicas-genericos-tableta/p
Meloxicam,analgesico_antiinflamatorio,Meloxicam 7.5mg la sante tableta,Meloxicam,cruzazul|pharmacys,2,3.0,3.0,https://www.pharmacys.com.ec/meloxicam-75mg-la-sante-tableta/p
Meloxicam,analgesico_antiinflamatorio,Meloxicam 7.5mg tecnoquimicas - genericos tableta,Meloxicam,cruzazul|pharmacys,2,3.31,3.31,https://www.pharmacys.com.ec/meloxicam-75mg-tecnoquimicas-genericos-tableta/p
Meloxicam,analgesico_antiinflamatorio,Miolox Granulado 15mg Sobre 2 g Caja 30 Unidades,MIOLOX,medicity,1,0.63,0.63,https://www.farmaciasmedicity.com/miolox-granulado-15mg-sobre-2-g-caja-30-unidades-1/p
Meloxicam,analgesico_antiinflamatorio,Mobic Comprimidos Caja Con 10 Unidades,MOBIC,medicity,1,0.7,0.7,https://www.farmaciasmedicity.com/mobic-comprimidos-caja-con-10-unidades/p
Meloxicam,analgesico_antiinflamatorio,Oxa Solución Inyectable 15mg/1.5ml Caja 3 Unidades,OXA,medicity,1,2.93,2.93,https://www.farmaciasmedicity.com/oxa-solucion-inyectable-15mg-1-5ml-caja-3-unidades-1/p
Metamizol sodico,analgesico_antiinflamatorio,Novalgina Jarabe 250mg/5ml - 100ml,NOVALGINA,medicity,1,4.6,4.6,https://www.farmaciasmedicity.com/novalgina-jarabe-250mg-5ml-100ml-1/p
Naproxeno,analgesico_antiinflamatorio,"Analgésico x ray 250 mg, 220 mg, 65 mg tableta x 12",X Ray,cruzazul|pharmacys,2,6.3,6.3,https://www.pharmacys.com.ec/analgesico-x-ray-250-mg-220-mg-65-mg-tableta-x-12/p
Naproxeno,analgesico_antiinflamatorio,Apronax Gel 5.5% Tubo 40 g,APRONAX,medicity,1,9.42,9.42,https://www.farmaciasmedicity.com/apronax-gel-5-5-tubo-40-g/p
Naproxeno,analgesico_antiinflamatorio,Apronax Pro Tableta De Liberación Modificada 660 mg Caja 16 Unidades,APRONAX,medicity,1,1.03,1.03,https://www.farmaciasmedicity.com/apronax-pro-tableta-de-liberacion-modificada-660-mg-caja-16-unidades/p
Naproxeno,analgesico_antiinflamatorio,Naproxeno 550mg caplin point - generico tableta recubierta,Naproxeno,cruzazul|pharmacys,2,6.0,6.0,https://www.pharmacys.com.ec/naproxeno-550mg-caplin-point-generico-tableta-recubierta/p
Naproxeno,analgesico_antiinflamatorio,Nifa Naproxeno Tabletas Recubiertas 550 mg Caja 20 Unidades,NIFA,medicity,1,0.32,0.32,https://www.farmaciasmedicity.com/nifa-naproxeno-tabletas-recubiertas-550-mg-caja-20-unidades-1/p
Naproxeno,analgesico_antiinflamatorio,Quitadol Forte Gel 5% Frasco 120 g,QUITADOL,medicity,1,14.44,14.44,https://www.farmaciasmedicity.com/quitadol-forte-gel-5-frasco-120-g/p
Naproxeno,analgesico_antiinflamatorio,Quitadol medicamento acetaminofen 250 mg naproxeno sódico 220 mg cafeína anhidra 65 mg x 10,Quitadol,cruzazul|pharmacys,2,6.05,6.05,https://www.pharmacys.com.ec/quitadol-medicamento-acetaminofen-250-mg-naproxeno-sodico-22/p
Naproxeno,analgesico_antiinflamatorio,Riproxen 550/2mg biogenet tableta,Riproxen,cruzazul|pharmacys,2,9.4,9.4,https://www.pharmacys.com.ec/riproxen-550-2mg-biogenet-tableta/p
Paracetamol,analgesico_antiinflamatorio,Analgésico paracetamol 120mg/5ml jarabe 120ml,Paracetamol,cruzazul|pharmacys,2,1.52,1.9,https://www.pharmacys.com.ec/analgesico-paracetamol-120mg-5ml-jarabe-120ml/p
Paracetamol,analgesico_antiinflamatorio,Elbrus Granulados 3 g 20 Unidades,ELBRUS,medicity,1,0.63,0.63,https://www.farmaciasmedicity.com/elbrus-granulados-1-g-sobres-3-g-caja-con-20-unidades/p
Paracetamol,analgesico_antiinflamatorio,Febrax Tabletas 275 / 300 mg Caja con 20 Unidades,FEBRAX,medicity,1,0.26,0.26,https://www.farmaciasmedicity.com/febrax-tabletas-275--300-mg-caja-con-20-unidades/p
Paracetamol,analgesico_antiinflamatorio,Finalin Niños Tabletas Masticables 160 mg 30 Unidades,FINALIN,medicity,1,0.18,0.18,https://www.farmaciasmedicity.com/finalin-tabletas-masticables-160-mg-ninos-caja-con-30-unidades/p
Paracetamol,analgesico_antiinflamatorio,Fluzetrin F Gotas Pediátricas Frasco 15 ml,FLUZETRIN F,medicity,1,6.12,6.12,https://www.farmaciasmedicity.com/fluzetrin-f-gotas-pediatricas-frasco-con-15-ml/p
Paracetamol,analgesico_antiinflamatorio,Molar-Ex Forte Cápsulas 400/200 mg Caja con 20 Unidades,MOLAR-EX,medicity,1,0.44,0.44,https://www.farmaciasmedicity.com/molar-ex-forte-capsulas-400200-mg-caja-con-20-unidades/p
Paracetamol,analgesico_antiinflamatorio,Neogripal F Gotas Pediátricas Frasco con 15 mL,NEOGRIPAL F,medicity,1,4.8,4.8,https://www.farmaciasmedicity.com/neogripal-f-gotas-pediatricas-frasco-con-15-ml/p
Paracetamol,analgesico_antiinflamatorio,Paracetamol 100mg labovida,Paracetamol,cruzazul|pharmacys,2,1.4,1.75,https://www.pharmacys.com.ec/paracetamol-100mg-labovida/p
Paracetamol,analgesico_antiinflamatorio,Paracetamol 100mg tecnoquimicas - genericos en gotas,Paracetamol,cruzazul|pharmacys,2,1.68,1.68,https://www.pharmacys.com.ec/paracetamol-100mg-tecnoquimicas-genericos-en-gotas/p
Paracetamol,analgesico_antiinflamatorio,Paracetamol 120mg/5ml labovida jarabe,Paracetamol,cruzazul|pharmacys,2,1.62,1.62,https://www.pharmacys.com.ec/paracetamol-120mg-5ml-labovida-jarabe/p
Paracetamol,analgesico_antiinflamatorio,Paracetamol 150mg/5ml tecnoquimicas - genericos,Paracetamol,cruzazul|pharmacys,2,2.58,3.23,https://www.pharmacys.com.ec/paracetamol-150mg-5ml-tecnoquimicas-genericos/p
Paracetamol,analgesico_antiinflamatorio,Paracetamol 160mg/5ml labovida jarabe,Paracetamol,cruzazul|pharmacys,2,2.63,2.63,https://www.pharmacys.com.ec/paracetamol-160mg-5ml-labovida-jarabe/p
Paracetamol,analgesico_antiinflamatorio,Paracetamol 1gr labovida tabletas,Paracetamol,cruzazul|pharmacys,2,5.0,5.0,https://www.pharmacys.com.ec/paracetamol-1gr-labovida-tabletas/p
Paracetamol,analgesico_antiinflamatorio,Paracetamol 500mg alianza quimica ariston comprimidos,Paracetamol,cruzazul|pharmacys,2,15.0,15.0,https://www.pharmacys.com.ec/paracetamol-500mg-alianza-quimica-ariston-comprimidos/p
Paracetamol,analgesico_antiinflamatorio,Paracetamol 500mg dyvenpro ecuagen tableta,Paracetamol,cruzazul|pharmacys,2,2.5,2.5,https://www.pharmacys.com.ec/paracetamol-500mg-dyvenpro-ecuagen-tableta/p
Paracetamol,analgesico_antiinflamatorio,Paracetamol 500mg nutrimed,Paracetamol,cruzazul|pharmacys,2,5.0,5.0,https://www.pharmacys.com.ec/paracetamol-500mg-nutrimed/p
Paracetamol,analgesico_antiinflamatorio,Paracetamol Genfar Tabletas 500 mg Caja con 100 Unidades,GENFAR,medicity,1,0.05,0.05,https://www.farmaciasmedicity.com/paracetamol-genfar-tabletas-500-mg-caja-con-100-unidades/p
Paracetamol,analgesico_antiinflamatorio,Trio-Val Gotas Frasco 15 mL(Prc),TRIO-VAL,medicity,1,4.6,4.6,https://www.farmaciasmedicity.com/trio-val-gotas-frasco-con-15-ml/p
Paracetamol,analgesico_antiinflamatorio,Trio-Val Suspensión Frasco Con 100 ml,TRIO-VAL,medicity,1,6.44,6.44,https://www.farmaciasmedicity.com/trio-val-suspension-frasco-con-100-ml/p
Paracetamol,analgesico_antiinflamatorio,Umbral Gotas 100 mg/ mL Ped Frasco Con 30 mL,UMBRAL,medicity,1,1.93,1.93,https://www.farmaciasmedicity.com/umbral-gotas-100-mg-ml-ped-frasco-con-30-ml/p
Paracetamol/Cafeina,analgesico_antiinflamatorio,Bonadol Migraña Cap-Bla x500/65Mg x24,Bonadol,cruzazul|pharmacys,2,7.2,9.6,https://www.pharmacys.com.ec/bonadol-migrana-cap-bla-x500-65mg-x24/p
Paracetamol/Cafeina,analgesico_antiinflamatorio,Migrax Comprimidos Recubiertos Caja 10 Unidades,MIGRAX,medicity,1,0.6,0.6,https://www.farmaciasmedicity.com/migrax-comprimidos-recubiertos-caja-con-10-unidades/p
Paracetamol/Cafeina,analgesico_antiinflamatorio,X Ray Dol Tabletas Caja con 12 Unidades,X RAY,medicity,1,0.47,0.47,https://www.farmaciasmedicity.com/x-ray-dol-tabletas-caja-con-12-unidades/p
Piroxicam,analgesico_antiinflamatorio,"Analgésico piroxicam 0,5 % gel 40 g",Piroxicam,cruzazul|pharmacys,2,2.77,3.46,https://www.pharmacys.com.ec/analgesico-piroxicam-05-gel-40-g/p
Piroxicam,analgesico_antiinflamatorio,Piroxicam 20mg leterago - genfar cápsulas,Piroxicam,cruzazul|pharmacys,2,1.25,1.25,https://www.pharmacys.com.ec/piroxicam-20mg-leterago-genfar-capsulas/p
Piroxicam,analgesico_antiinflamatorio,Piroxicam 20mg tecnoquimicas - genericos cápsulas,Piroxicam,cruzazul|pharmacys,2,1.25,1.25,https://www.pharmacys.com.ec/piroxicam-20mg-tecnoquimicas-genericos-capsulas/p
Piroxicam,analgesico_antiinflamatorio,Piroxim 20mg ecu tableta,Piroxim,cruzazul|pharmacys,2,2.88,2.88,https://www.pharmacys.com.ec/piroxim-20mg-ecu-tableta/p
Tramadol,analgesico_antiinflamatorio,Adorlan Comprimidos 25 / 25 mg Caja con 30 Unidades,ADORLAN,medicity,1,0.33,0.33,https://www.farmaciasmedicity.com/adorlan-comprimidos-25--25-mg-caja-con-30-unidades/p
Tramadol,analgesico_antiinflamatorio,Analgan Tram Comprimidos 325/37.5 mg Caja con 20 Unidades,ANALGAN,medicity,1,0.39,0.39,https://www.farmaciasmedicity.com/analgan-tram-comprimidos-325375-mg-caja-con-20-unidades/p
Tramadol,analgesico_antiinflamatorio,Tramadol 100mg leterago - genfar solución oral,Tramadol,pharmacys,1,3.98,3.98,https://www.pharmacys.com.ec/tramadol-100mg-leterago-genfar-solucion-oral/p
Tramadol,analgesico_antiinflamatorio,Tramadol 100mg magma especialidad ampolla inyectable,Tramadol,pharmacys,1,14.97,14.97,https://www.pharmacys.com.ec/tramadol-100mg-fresenius-kabi-hospitalario-ampolla-inyectable/p
Tramadol,analgesico_antiinflamatorio,Tramadol 50mg labvitalis,Tramadol,pharmacys,1,28.8,28.8,https://www.pharmacys.com.ec/tramadol-50mg-labvitalis/p
Tramadol,analgesico_antiinflamatorio,Tramadol 50mg leterago - genfar cápsulas,Tramadol,pharmacys,1,2.6,2.6,https://www.pharmacys.com.ec/tramadol-50mg-leterago-genfar-capsulas/p
Tramadol,analgesico_antiinflamatorio,Tramadol Genfar Cápsulas 50 mg Caja Con 10 Unidades,GENFAR,medicity,1,0.21,0.21,https://www.farmaciasmedicity.com/tramadol-genfar-capsulas-50-mg-caja-con-10-unidades/p
Tramadol,analgesico_antiinflamatorio,Tramal Gotas 100 mg / mL Con 10 mL,TRAMAL,medicity,1,5.52,5.52,https://www.farmaciasmedicity.com/tramal-gotas-100-mg--ml-con-10-ml/p
Tramadol,analgesico_antiinflamatorio,Tramal Long Tabletas Recubiertas 150 mg Liberación Prolongada 10 Unidades,TRAMAL,medicity,1,1.04,1.04,https://www.farmaciasmedicity.com/tramal-long-tabletas-recubiertas-150-mg-liberacion-prolongada-10-unidades/p
Tramadol,analgesico_antiinflamatorio,Tramal Long Tabletas Recubiertas 50 mg Liberación Prolongada 10 Unidades,TRAMAL,medicity,1,0.36,0.36,https://www.farmaciasmedicity.com/tramal-long-tabletas-recubiertas-50-mg-liberacion-prolongada-10-unidades/p
Amikacina,antibiotico,Akim Solución Inyectable 1g/4mL Caja 1 Unidad,AKIM,medicity,1,6.53,6.53,https://www.farmaciasmedicity.com/akim-solucion-inyectable-1-g--4-ml-caja-con-1-unidad/p
Amikacina,antibiotico,Amikacina 100mg labvitalis ampolla inyectable,Amikacina,cruzazul|pharmacys,2,5.57,5.57,https://www.pharmacys.com.ec/amikacina-100mg-labvitalis-ampolla-inyectable/p
Amikacina,antibiotico,Amikacina 1gr genamerica generico ampollas inyectables + jeringa,Amikacina,cruzazul|pharmacys,2,4.5,4.5,https://www.pharmacys.com.ec/amikacina-1gr-genamerica-generico-ampollas-inyectables-jeringa/p
Amikacina,antibiotico,Amikacina 500mg genamerica generico ampollas inyectables + jeringa,Amikacina,cruzazul|pharmacys,2,4.0,4.0,https://www.pharmacys.com.ec/amikacina-500mg-genamerica-generico-ampollas-inyectables-jeringa/p
Amikacina,antibiotico,Amikacina 500mg labvitalis ampolla inyectable,Amikacina,cruzazul|pharmacys,2,7.2,7.2,https://www.pharmacys.com.ec/amikacina-500mg-labvitalis-ampolla-inyectable/p
Amikacina,antibiotico,Amikacina 500mg leterago - genfar ampollas,Amikacina,cruzazul|pharmacys,2,33.6,33.6,https://www.pharmacys.com.ec/amikacina-500mg-leterago-genfar-ampollas/p
Amikacina,antibiotico,Amikacina 500mg magma especialidad ampolla inyectable,Amikacina,cruzazul|pharmacys,2,16.95,16.95,https://www.pharmacys.com.ec/amikacina-500mg-fresenius-kabi-hospitalario-ampolla-inyectable/p
Amoxicilina,antibiotico,Acemuk Biotic Duo Comprimidos 875/300 mg Caja Con 14 Unidades (REC),ACEMUK,medicity,1,1.29,1.29,https://www.farmaciasmedicity.com/acemuk-biotic-duo-comprimidos-875300-mg-caja-con-14-unidades/p
Amoxicilina,antibiotico,Amoxicilina 1gr dyvenpro ecuagen tableta,Amoxicilina,cruzazul|pharmacys,2,10.0,10.0,https://www.pharmacys.com.ec/amoxicilina-1gr-dyvenpro-ecuagen-tableta/p
Amoxicilina,antibiotico,Amoxicilina 1gr la sante tableta,Amoxicilina,cruzazul|pharmacys,2,10.0,10.0,https://www.pharmacys.com.ec/amoxicilina-1gr-la-sante-tableta/p
Amoxicilina,antibiotico,Amoxicilina 1gr labovida tabletas recubiertas,Amoxicilina,cruzazul|pharmacys,2,8.12,8.12,https://www.pharmacys.com.ec/amoxicilina-1gr-labovida-tabletas-recubiertas/p
Amoxicilina,antibiotico,Amoxicilina 250mg rocnarf suspensión,Amoxicilina,cruzazul|pharmacys,2,3.23,3.23,https://www.pharmacys.com.ec/amoxicilina-250mg-rocnarf-generico-suspension/p
Amoxicilina,antibiotico,Amoxicilina 250mg/5ml labovida suspensión,Amoxicilina,cruzazul|pharmacys,2,2.23,2.23,https://www.pharmacys.com.ec/amoxicilina-250mg-5ml-labovida-suspension/p
Amoxicilina,antibiotico,Amoxicilina 500mg dyvenpro ecuagen cápsulas,Amoxicilina,cruzazul|pharmacys,2,10.5,10.5,https://www.pharmacys.com.ec/amoxicilina-500mg-dyvenpro-ecuagen-capsulas/p
Amoxicilina,antibiotico,Amoxicilina 500mg la sante cápsulas,Amoxicilina,cruzazul|pharmacys,2,7.88,7.88,https://www.pharmacys.com.ec/amoxicilina-500mg-la-sante-capsulas/p
Amoxicilina,antibiotico,Amoxicilina 500mg labovida cápsulas,Amoxicilina,cruzazul|pharmacys,2,4.6,4.6,https://www.pharmacys.com.ec/amoxicilina-500mg-labovida-capsulas/p
Amoxicilina,antibiotico,Amoxicilina 500mg portugal - generico,Amoxicilina,cruzazul|pharmacys,2,18.4,18.4,https://www.pharmacys.com.ec/amoxicilina-500mg-portugal-generico/p
Amoxicilina,antibiotico,Amoxicilina Genfar Cápsulas 500 mg Caja Con 50 Unidades (REC),GENFAR,medicity,1,0.18,0.18,https://www.farmaciasmedicity.com/amoxicilina-genfar-capsulas-500-mg-caja-con-50-unidades/p
Amoxicilina,antibiotico,Amoxicilina Santé Cápsulas 500 mg Caja con 50 Unidades (REC),LA SANTE,medicity,1,0.15,0.15,https://www.farmaciasmedicity.com/amoxicilina-sante-capsulas-500-mg-caja-con-50-unidades/p
Amoxicilina,antibiotico,Amoxicilina+acido clavulanico 1000/200mg,Amoxicilina+acido Clavulanico,cruzazul|pharmacys,2,14.28,14.28,https://www.pharmacys.com.ec/amoxicilina-acido-clavulanico-1000-200mg-caplin-point-generico-solucion-inyectable-acido-clavulanico/p
Amoxicilina,antibiotico,Augmentin Bid Polvo Para Suspensión 400mg/57mg/5ml Frasco 70 ml,AUGMENTIN,medicity,1,6.91,6.91,https://www.farmaciasmedicity.com/augmentin-bid-polvo-para-suspension-400mg-57mg-5ml-frasco-70-ml-1/p
Amoxicilina,antibiotico,Clavinex Duo Forte Suspensión 800/57 mg Con 70 mL,CLAVINEX,medicity,1,17.03,17.03,https://www.farmaciasmedicity.com/clavinex-duo-forte-suspension-80057-mg-con-70-ml/p
Amoxicilina,antibiotico,Curam Suspensión 457 mg/5 mL Frasco Con 70 mL (REC),CURAM,medicity,1,7.03,7.03,https://www.farmaciasmedicity.com/curam-suspension-457-mg5-ml-frasco-con-70-ml/p
Amoxicilina,antibiotico,Curam Suspensión 600/42.9 mg/5ml Frasco 125 ml,CURAM,medicity,1,9.72,9.72,https://www.farmaciasmedicity.com/curam-suspension-600429-mg5-ml-frasco-con-125-ml/p
Amoxicilina,antibiotico,Trifamox Ibl Duo Polvo Para Suspensión 1g/250mg/5ml Frasco 60 ml,TRIFAMOX,medicity,1,21.17,21.17,https://www.farmaciasmedicity.com/trifamox-ibl-duo-polvo-para-suspension-1g-250mg-5ml-frasco-60-ml-1/p
Amoxicilina,antibiotico,Trifamox Ibl Duo Suspensión 1 g/250 mg/5 mL Con 30 mL,TRIFAMOX,medicity,1,9.53,9.53,https://www.farmaciasmedicity.com/trifamox-ibl-duo-suspension-1-g250-mg5-ml-con-30-ml/p
Amoxicilina,antibiotico,Trigastro Nc Pack Caja 1 Unidades (Ant) (REC),TRIGASTRO,medicity,1,36.0,36.0,https://www.farmaciasmedicity.com/trigastro-nc-pack-caja-1-unidades-ant-1/p
Amoxicilina/Acido clavulanico,antibiotico,Amoxicilina+acido clavulanico 125/31.25mg labovida suspensión,Amoxicilina+acido Clavulanico,cruzazul|pharmacys,2,5.62,5.62,https://www.pharmacys.com.ec/amoxicilina-acido-clavulanico-125-3125mg-labovida-suspension/p
Amoxicilina/Acido clavulanico,antibiotico,Amoxicilina+acido clavulanico 156.25mg garcos - nifa genericos suspensión,Amoxicilina+acido Clavulanico,cruzazul|pharmacys,2,5.4,5.4,https://www.pharmacys.com.ec/amoxicilina-acido-clavulanico-15625mg-garcos-nifa-genericos-suspension/p
Amoxicilina/Acido clavulanico,antibiotico,Amoxicilina+acido clavulanico 250/62.5mg labovida suspensión,Amoxicilina+acido Clavulanico,cruzazul|pharmacys,2,10.0,10.0,https://www.pharmacys.com.ec/amoxicilina-acido-clavulanico-250-625mg-labovida-suspension/p
Amoxicilina/Acido clavulanico,antibiotico,Amoxicilina+acido clavulanico 312.5mg garcos - nifa genericos suspensión,Amoxicilina+acido Clavulanico,cruzazul|pharmacys,2,10.8,10.8,https://www.pharmacys.com.ec/amoxicilina-acido-clavulanico-3125mg-garcos-nifa-genericos-suspension/p
Amoxicilina/Acido clavulanico,antibiotico,Amoxicilina+acido clavulanico 400/57mg labovida suspensión,Amoxicilina+acido Clavulanico,cruzazul|pharmacys,2,8.63,8.63,https://www.pharmacys.com.ec/amoxicilina-acido-clavulanico-400-57mg-labovida-suspension/p
Amoxicilina/Acido clavulanico,antibiotico,Amoxicilina+acido clavulanico 500/125mg labovida tabletas recubiertas,Amoxicilina+acido Clavulanico,cruzazul|pharmacys,2,7.5,7.5,https://www.pharmacys.com.ec/amoxicilina-acido-clavulanico-500-125mg-labovida-tabletas-recubiertas/p
Amoxicilina/Acido clavulanico,antibiotico,Amoxicilina+acido clavulanico 500mg dyvenpro ecuagen tabletas recubiertas,Amoxicilina+acido Clavulanico,cruzazul|pharmacys,2,9.95,9.95,https://www.pharmacys.com.ec/amoxicilina-acido-clavulanico-500mg-dyvenpro-ecuagen-tabletas-recubiertas/p
Amoxicilina/Acido clavulanico,antibiotico,Amoxicilina+acido clavulanico 875/125mg labovida tabletas recubiertas,Amoxicilina+acido Clavulanico,cruzazul|pharmacys,2,11.25,11.25,https://www.pharmacys.com.ec/amoxicilina-acido-clavulanico-875-125mg-labovida-tabletas-recubiertas/p
Amoxicilina/Acido clavulanico,antibiotico,Augmentin Bid Tabletas Recubierto 875/125mg 14 Unidades (REC),AUGMENTIN,medicity,1,1.0,1.0,https://www.farmaciasmedicity.com/augmentin-bid-tabletas-recubierto-875--125-mg-con-14-unidades/p
Amoxicilina/Acido clavulanico,antibiotico,Augmentin Suspensión Pediátrico Con 100 mL,AUGMENTIN,medicity,1,9.66,9.66,https://www.farmaciasmedicity.com/augmentin-suspension-pediatrico-con-100-ml/p
Amoxicilina/Acido clavulanico,antibiotico,Clavinex 800/57mg ecuaquimica - saval suspensión,Clavinex,cruzazul|pharmacys,2,21.29,21.29,https://www.pharmacys.com.ec/clavinex-800-57mg-ecuaquimica-saval-suspension/p
Amoxicilina/Acido clavulanico,antibiotico,Curam Suspensión 156.25 mg/5 mL Pediátrico Frasco Con 120 mL,CURAM,medicity,1,6.74,6.74,https://www.farmaciasmedicity.com/curam-suspension-15625-mg5-ml-pediatrico-frasco-con-120-ml/p
Amoxicilina/Acido clavulanico,antibiotico,Curam Suspensión 312.5 mg/5ml Frasco 120 ml,CURAM,medicity,1,13.14,13.14,https://www.farmaciasmedicity.com/curam-suspension-3125-mg5-ml-frasco-con-120-ml/p
Amoxicilina/Acido clavulanico,antibiotico,Curam Tabletas Recubiertas Caja Con 14 Unidades (REC),CURAM,medicity,1,0.87,0.87,https://www.farmaciasmedicity.com/curam-tabletas-recubiertas-caja-con-14-unidades/p
Ampicilina,antibiotico,Ampicilina 1.5gr hospimedikka ampolla inyectable,Ampicilina,cruzazul|pharmacys,2,18.92,18.92,https://www.pharmacys.com.ec/ampicilina-15gr-hospimedikka-ampolla-inyectable/p
Ampicilina,antibiotico,Ampicilina 1/0.5gr labvitalis ampolla inyectable,Ampicilina,cruzazul|pharmacys,2,17.5,17.5,https://www.pharmacys.com.ec/ampicilina-1-05gr-labvitalis-ampolla-inyectable/p
Ampicilina,antibiotico,Ampicilina 1gr dyvenpro ecuagen tableta,Ampicilina,cruzazul|pharmacys,2,25.6,25.6,https://www.pharmacys.com.ec/ampicilina-1gr-dyvenpro-ecuagen-tableta/p
Ampicilina,antibiotico,Ampicilina 1gr genamerica generico ampollas inyectables,Ampicilina,cruzazul|pharmacys,2,14.5,14.5,https://www.pharmacys.com.ec/ampicilina-1gr-genamerica-generico-ampollas-inyectables/p
Ampicilina,antibiotico,Ampicilina 1gr la sante tableta,Ampicilina,cruzazul|pharmacys,2,27.7,27.7,https://www.pharmacys.com.ec/ampicilina-1gr-la-sante-tableta/p
Ampicilina,antibiotico,Ampicilina 1gr labvitalis ampolla inyectable,Ampicilina,cruzazul|pharmacys,2,8.7,8.7,https://www.pharmacys.com.ec/ampicilina-1gr-labvitalis-ampolla-inyectable/p
Ampicilina,antibiotico,Ampicilina 1gr tecnoquimicas - genericos tableta,Ampicilina,cruzazul|pharmacys,2,36.0,36.0,https://www.pharmacys.com.ec/ampicilina-1gr-tecnoquimicas-genericos-tableta/p
Ampicilina,antibiotico,Ampicilina 250mg/5ml dyvenpro ecuagen suspensión,Ampicilina,cruzazul|pharmacys,2,3.75,3.75,https://www.pharmacys.com.ec/ampicilina-250mg-5ml-dyvenpro-ecuagen-suspension/p
Ampicilina,antibiotico,Ampicilina 500mg dyvenpro ecuagen cápsulas,Ampicilina,cruzazul|pharmacys,2,18.75,18.75,https://www.pharmacys.com.ec/ampicilina-500mg-dyvenpro-ecuagen-capsulas/p
Ampicilina,antibiotico,Ampicilina 500mg la sante cápsulas,Ampicilina,cruzazul|pharmacys,2,19.0,19.0,https://www.pharmacys.com.ec/ampicilina-500mg-la-sante-capsulas/p
Ampicilina,antibiotico,Ampliurina Forte Cápsulas 500/100 mg 50 Unidades,AMPLIURINA,medicity,1,0.51,0.51,https://www.farmaciasmedicity.com/ampliurina-forte-capsulas-500100-mg-con-50-unidades/p
Ampicilina,antibiotico,Unasyn Tabletas 750 mg Caja Con 10 Unidades (REC),UNASYN,medicity,1,2.17,2.17,https://www.farmaciasmedicity.com/unasyn-tabletas-750-mg-caja-con-10-unidades/p
Azitromicina,antibiotico,Azitromicina 200mg/5ml dyvenpro ecuagen suspensión,Azitromicina,cruzazul|pharmacys,2,6.36,6.36,https://www.pharmacys.com.ec/azitromicina-200mg-5ml-dyvenpro-ecuagen-suspension/p
Azitromicina,antibiotico,Azitromicina 200mg/5ml la sante suspensión,Azitromicina,cruzazul|pharmacys,2,6.36,6.36,https://www.pharmacys.com.ec/azitromicina-200mg-5ml-la-sante-suspension/p
Azitromicina,antibiotico,Azitromicina 200mg/5ml oxialfarm farma suspensión,Azitromicina,cruzazul|pharmacys,2,9.8,9.8,https://www.pharmacys.com.ec/azitromicina-200mg-5ml-oxialfarm-farma-suspension/p
Azitromicina,antibiotico,Azitromicina 200mg/5ml rocnarf suspensión,Azitromicina,cruzazul|pharmacys,2,4.5,4.5,https://www.pharmacys.com.ec/azitromicina-200mg-5ml-rocnarf-generico-suspension/p
Azitromicina,antibiotico,Azitromicina 500mg dyvenpro ecuagen tableta,Azitromicina,cruzazul|pharmacys,2,5.85,5.85,https://www.pharmacys.com.ec/azitromicina-500mg-dyvenpro-ecuagen-tableta/p
Azitromicina,antibiotico,Azitromicina 500mg jaspharm generico tableta recubierta,Azitromicina,cruzazul|pharmacys,2,9.75,9.75,https://www.pharmacys.com.ec/azitromicina-500mg-jaspharm-generico-tableta-recubierta/p
Azitromicina,antibiotico,Azitromicina 500mg la sante tableta,Azitromicina,cruzazul|pharmacys,2,8.0,8.0,https://www.pharmacys.com.ec/azitromicina-500mg-la-sante-tableta/p
Azitromicina,antibiotico,Azitromicina 500mg labovida tabletas recubiertas,Azitromicina,cruzazul|pharmacys,2,5.85,5.85,https://www.pharmacys.com.ec/azitromicina-500mg-labovida-tabletas-recubiertas/p
Azitromicina,antibiotico,Azitromicina 500mg oxialfarm farma tabletas recubiertas,Azitromicina,cruzazul|pharmacys,2,5.82,5.82,https://www.pharmacys.com.ec/azitromicina-500mg-oxialfarm-farma-tabletas-recubiertas/p
Azitromicina,antibiotico,Azitromicina 500mg rocnarf tabletas,Azitromicina,cruzazul|pharmacys,2,6.4,6.4,https://www.pharmacys.com.ec/azitromicina-500mg-rocnarf-generico-tabletas/p
