principio_activo_buscado,farmacia,producto_nombre,marca,precio,precio_lista,categorias,url
Cefadroxilo,cruzazul,Cefadroxilo 500mg garcos - nifa genericos cápsulas,Cefadroxilo,7.2,7.2,/Medicinas/Antiinfecciosos/|/Medicinas/,https://www.farmaciascruzazul.ec/cefadroxilo-500mg-garcos-nifa-genericos-capsulas/p
Cefadroxilo,cruzazul,Cefadroxilo 250mg/5ml garcos - nifa genericos suspensión,Cefadroxilo,3.6,3.6,/Medicinas/Antiinfecciosos/|/Medicinas/,https://www.farmaciascruzazul.ec/cefadroxilo-250mg5ml-garcos-nifa-genericos-suspension-98591/p
Cefadroxilo,cruzazul,Biodroxil 500 mg/5 ml suspensión oral frasco x 60 ml,Biodroxil,10.63,10.63,/Tratamientos y Salud/Gripes y resfriados/Gripes y resfriados de Adulto/|/Tratamientos y Salud/Gripes y resfriados/|/Tratamientos y Salud/,https://www.farmaciascruzazul.ec/biodroxil-500mg-5ml-suspension-oral-frasco-x60ml/p
Cefadroxilo,cruzazul,Biodroxil 1000 mg x 12,Biodroxil,19.44,19.44,/Tratamientos y Salud/Gripes y resfriados/Gripes y resfriados de Adulto/|/Tratamientos y Salud/Gripes y resfriados/|/Tratamientos y Salud/,https://www.farmaciascruzazul.ec/biodroxil-1000mg-x12/p
Cefadroxilo,cruzazul,Biodroxil 500 mg cápsulas caja x 12,Biodroxil,12.81,12.81,/Tratamientos y Salud/Gripes y resfriados/Gripes y resfriados de Adulto/|/Tratamientos y Salud/Gripes y resfriados/|/Tratamientos y Salud/,https://www.farmaciascruzazul.ec/biodroxil-500mg-capsulas-caja-x12/p
Cefadroxilo,cruzazul,Biodroxil 250 mg/5 ml suspensión oral frasco x 60 ml,Biodroxil,5.9,5.9,/Tratamientos y Salud/Gripes y resfriados/Gripes y resfriados de Adulto/|/Tratamientos y Salud/Gripes y resfriados/|/Tratamientos y Salud/,https://www.farmaciascruzazul.ec/biodroxil-250mg-5ml-suspension-oral-frasco-x60ml/p
Cefuroxima,pharmacys,Cefuroxima 500mg leterago - genfar,Cefuroxima,13.45,13.45,/Medicinas/Aparato Metabólico y Digestivo/|/Medicinas/,https://www.pharmacys.com.ec/cefuroxima-500mg-leterago-genfar/p
Cefuroxima,pharmacys,Cefuroxima 500mg labovida tabletas recubiertas,Cefuroxima,12.5,12.5,/Medicinas/Antiinfecciosos/|/Medicinas/,https://www.pharmacys.com.ec/cefuroxima-500mg-labovida-tabletas-recubiertas/p
Cefuroxima,pharmacys,Cefuroxima 500mg genamerica generico comprimidos recubiertos,Cefuroxima,13.5,13.5,/Medicinas/Antiinfecciosos/|/Medicinas/,https://www.pharmacys.com.ec/cefuroxima-500mg-genamerica-generico-comprimidos-recubiertos/p
Cefuroxima,pharmacys,Cefuroxima 500mg garcos - nifa genericos tabletas recubiertas,Cefuroxima,13.0,13.0,/Medicinas/Antiinfecciosos/|/Medicinas/,https://www.pharmacys.com.ec/cefuroxima-500mg-garcos-nifa-genericos-tabletas-recubiertas/p
Cefuroxima,pharmacys,Cefuroxima 250mg/5ml garcos - nifa genericos suspensión,Cefuroxima,14.7,14.7,/Medicinas/Antiinfecciosos/|/Medicinas/,https://www.pharmacys.com.ec/cefuroxima-250mg-5ml-garcos-nifa-genericos-suspension/p
Cefuroxima,pharmacys,Zinnat 250 mg/5 ml suspensión x 70 ml,Zinnat,15.37,15.37,/Tratamientos y Salud/Alergia y Sinusitis/Sinusitis/|/Tratamientos y Salud/Alergia y Sinusitis/|/Tratamientos y Salud/,https://www.pharmacys.com.ec/zinnat-250mg-5ml-suspension-x70ml/p
Cefuroxima,pharmacys,Zinnat 750 mg/17 ml inyectable (vial) x 1,Zinnat,13.96,13.96,/Tratamientos y Salud/Alergia y Sinusitis/Sinusitis/|/Tratamientos y Salud/Alergia y Sinusitis/|/Tratamientos y Salud/,https://www.pharmacys.com.ec/zinnat-750mg-17ml-inyectable-vial-x1/p
Cefuroxima,pharmacys,Zinnat 500 mg x 10,Zinnat,21.14,21.14,/Tratamientos y Salud/Alergia y Sinusitis/Sinusitis/|/Tratamientos y Salud/Alergia y Sinusitis/|/Tratamientos y Salud/,https://www.pharmacys.com.ec/zinnat-500mg-x10/p
Cefuroxima,pharmacys,Zinnat 250 mg x 10,Zinnat,8.3,8.3,/Tratamientos y Salud/Alergia y Sinusitis/Sinusitis/|/Tratamientos y Salud/Alergia y Sinusitis/|/Tratamientos y Salud/,https://www.pharmacys.com.ec/zinnat-250mg-x10/p
Cefuroxima,medicity,Furacam Suspensión 250 mg/5 mL Frasco Con 100 mL (REC),FURACAM,18.52,20.13,/Medicina/Antiinfeccioso y Antibacteriano/|/Medicina/,https://www.farmaciasmedicity.com/furacam-suspension-250-mg5-ml-frasco-con-100-ml/p
Cefuroxima,medicity,Furacam Polvo Suspensión 250mg/5 ml x 70 ml (Ant) (REC),FURACAM,14.13,15.36,/Medicina/Antiinfeccioso y Antibacteriano/|/Medicina/,https://www.farmaciasmedicity.com/furacam-polvo-suspension-250mg-5-ml-x-70-ml-ant-1/p
Cefuroxima,medicity,Zamur-500 Tabletas Recubierto 500 mg Caja Con 10 Unidades (REC),ZAMUR,1.79,1.95,/Medicina/Antiinfeccioso y Antibacteriano/|/Medicina/,https://www.farmaciasmedicity.com/zamur-500-tabletas-recubierto-500-mg-caja-con-10-unidades/p
Cefuroxima,medicity,Altacef Tabletas Recubiertas 500 mg Caja Con 16 Unidades (REC),ALTACEF,1.04,1.13,/Medicina/Antiinfeccioso y Antibacteriano/|/Medicina/,https://www.farmaciasmedicity.com/altacef-tabletas-recubiertas-500-mg-caja-con-16-unidades/p
Cefuroxima,cruzazul,Cefuroxima 500mg leterago - genfar,Cefuroxima,13.45,13.45,/Medicinas/Aparato Metabólico y Digestivo/|/Medicinas/,https://www.farmaciascruzazul.ec/cefuroxima-500mg-leterago-genfar/p
Cefuroxima,cruzazul,Cefuroxima 500mg labovida tabletas recubiertas,Cefuroxima,12.5,12.5,/Medicinas/Antiinfecciosos/|/Medicinas/,https://www.farmaciascruzazul.ec/cefuroxima-500mg-labovida-tabletas-recubiertas/p
Cefuroxima,cruzazul,Cefuroxima 500mg genamerica generico comprimidos recubiertos,Cefuroxima,13.5,13.5,/Medicinas/Antiinfecciosos/|/Medicinas/,https://www.farmaciascruzazul.ec/cefuroxima-500mg-genamerica-generico-comprimidos-recubiertos/p
Cefuroxima,cruzazul,Cefuroxima 500mg garcos - nifa genericos tabletas recubiertas,Cefuroxima,13.0,13.0,/Medicinas/Antiinfecciosos/|/Medicinas/,https://www.farmaciascruzazul.ec/cefuroxima-500mg-garcos-nifa-genericos-tabletas-recubiertas/p
Cefuroxima,cruzazul,Cefuroxima 250mg/5ml garcos - nifa genericos suspensión,Cefuroxima,14.7,14.7,/Medicinas/Antiinfecciosos/|/Medicinas/,https://www.farmaciascruzazul.ec/cefuroxima-250mg-5ml-garcos-nifa-genericos-suspension/p
Cefuroxima,cruzazul,Zinnat 250 mg/5 ml suspensión x 70 ml,Zinnat,15.37,15.37,/Tratamientos y Salud/Alergia y Sinusitis/Sinusitis/|/Tratamientos y Salud/Alergia y Sinusitis/|/Tratamientos y Salud/,https://www.farmaciascruzazul.ec/zinnat-250mg-5ml-suspension-x70ml/p
Cefuroxima,cruzazul,Zinnat 750 mg/17 ml inyectable (vial) x 1,Zinnat,13.96,13.96,/Tratamientos y Salud/Alergia y Sinusitis/Sinusitis/|/Tratamientos y Salud/Alergia y Sinusitis/|/Tratamientos y Salud/,https://www.farmaciascruzazul.ec/zinnat-750mg-17ml-inyectable-vial-x1/p
Cefuroxima,cruzazul,Zinnat 500 mg x 10,Zinnat,21.14,21.14,/Tratamientos y Salud/Alergia y Sinusitis/Sinusitis/|/Tratamientos y Salud/Alergia y Sinusitis/|/Tratamientos y Salud/,https://www.farmaciascruzazul.ec/zinnat-500mg-x10/p
Cefuroxima,cruzazul,Zinnat 250 mg x 10,Zinnat,8.3,8.3,/Tratamientos y Salud/Alergia y Sinusitis/Sinusitis/|/Tratamientos y Salud/Alergia y Sinusitis/|/Tratamientos y Salud/,https://www.farmaciascruzazul.ec/zinnat-250mg-x10/p
Cefixima,pharmacys,Longacef 400mg leterago - megat-pharmaceutical,Longacef,20.0,20.0,/Medicinas/Antiinfecciosos/|/Medicinas/,https://www.pharmacys.com.ec/longacef-400mg-leterago-megat-pharmaceutical-107478/p
Cefixima,pharmacys,Longacef 100mg/5ml leterago - megat-pharmaceutical,Longacef,22.0,22.0,/Cuidado Personal/Cuidado del Cabello/Cuidado Capilar Especializado/|/Cuidado Personal/Cuidado del Cabello/|/Cuidado Personal/,https://www.pharmacys.com.ec/longacef-100mg-5ml-leterago-megat-pharmaceutical/p
Cefixima,medicity,Longacef Polvo Suspensión 100mg/5ml 60 ml (Ant) (REC),LONGACEF,17.6,22.0,/Medicina/Antiinfeccioso y Antibacteriano/|/Medicina/,https://www.farmaciasmedicity.com/longacef-polvo-suspension-100mg-5ml-60-ml-ant-1/p
Cefixima,medicity,Longacef Cápsulas 400mg Caja 5 Unidades,LONGACEF,3.2,4.0,/Medicina/Antiinfeccioso y Antibacteriano/|/Medicina/,https://www.farmaciasmedicity.com/longacef-capsulas-400mg-caja-5-unidades-1/p
Cefixima,cruzazul,Longacef 400mg leterago - megat-pharmaceutical,Longacef,20.0,20.0,/Medicinas/Antiinfecciosos/|/Medicinas/,https://www.farmaciascruzazul.ec/longacef-400mg-leterago-megat-pharmaceutical-107478/p
Cefixima,cruzazul,Longacef 100mg/5ml leterago - megat-pharmaceutical,Longacef,22.0,22.0,/Cuidado Personal/Cuidado del Cabello/Cuidado Capilar Especializado/|/Cuidado Personal/Cuidado del Cabello/|/Cuidado Personal/,https://www.farmaciascruzazul.ec/longacef-100mg-5ml-leterago-megat-pharmaceutical/p
Ceftriaxona,pharmacys,Ceftriaxona 1Gr Solución inyectable Vitalis,Ceftriaxona,17.6,17.6,/Medicinas/Antiinfecciosos/|/Medicinas/,https://www.pharmacys.com.ec/ceftriaxona-1gr-labvitalis-solucion-inyectable/p
Ceftriaxona,pharmacys,Ceftriaxona 1gr caplin point - generico en polvo,Ceftriaxona,8.16,8.16,/Medicinas/Antiinfecciosos/|/Medicinas/,https://www.pharmacys.com.ec/ceftriaxona-1gr-caplin-point-generico-en-polvo/p
Ceftriaxona,medicity,Ceftriaxona Vitalis Polvo Inyectable 1g 10 Unidades (Ant) (REC),VITALIS,1.62,1.76,/Medicina/Antiinfeccioso y Antibacteriano/|/Medicina/,https://www.farmaciasmedicity.com/ceftriaxona-vitalis-polvo-inyectable-1g-10-unidades-ant-1/p
Ceftriaxona,medicity,Axtar Solución Inyectable 1 g/10 mg I.M. Caja Con 1 Unidad (REC),AXTAR,7.51,8.16,/Medicina/Antiinfeccioso y Antibacteriano/|/Medicina/,https://www.farmaciasmedicity.com/axtar-solucion-inyectable-1-g10-mg-im-caja-con-1-unidad/p
Ceftriaxona,cruzazul,Ceftriaxona 1Gr Solución inyectable Vitalis,Ceftriaxona,17.6,17.6,/Medicinas/Antiinfecciosos/|/Medicinas/,https://www.farmaciascruzazul.ec/ceftriaxona-1gr-labvitalis-solucion-inyectable/p
Ceftriaxona,cruzazul,Ceftriaxona 1gr caplin point - generico en polvo,Ceftriaxona,8.16,8.16,/Medicinas/Antiinfecciosos/|/Medicinas/,https://www.farmaciascruzazul.ec/ceftriaxona-1gr-caplin-point-generico-en-polvo/p
Doxiciclina,medicity,Supramycina Forte Tabletas 200 mg Caja Con 10 Unidades (REC),SUPRAMYCINA,0.44,0.48,/Medicina/Antiinfeccioso y Antibacteriano/|/Medicina/,https://www.farmaciasmedicity.com/supramycina-forte-tabletas-200-mg-caja-con-10-unidades/p
Clindamicina,medicity,Clindamicina Santé Cápsulas 300 mg 24 Unidades (REC),LA SANTE,0.33,0.36,/Medicina/Antiinfeccioso y Antibacteriano/|/Medicina/,https://www.farmaciasmedicity.com/clindamicina-sante-capsulas-300-mg-24-unidades/p
Clindamicina,medicity,Euroclin Crema Vaginal 2% Tubo 40 g,EUROCLIN,23.54,23.54,/Medicina/Antiinfeccioso y Antibacteriano/|/Medicina/,https://www.farmaciasmedicity.com/euroclin-crema-vaginal-2-tubo-40-g-1/p
Clindamicina,medicity,Divanon Ovulos 100 mg Caja 7 Unidades,DIVANON,2.36,2.56,/Medicina/Especialidad/|/Medicina/,https://www.farmaciasmedicity.com/divanon-ovulos-100-mg-caja-7-unidades-1/p
Clindamicina,medicity,Locator Crema Vaginal 2/4% Tubo 20 g + 3 Aplicadores,LOCATOR,20.88,24.0,/Medicina/Salud Femenina/Antimicótico y Antiséptico Femenino/|/Medicina/Salud Femenina/|/Medicina/,https://www.farmaciasmedicity.com/locator-crema-vaginal-24-tubo-con-20-g--3-aplicadores/p
Clindamicina,medicity,Clear Face Solución Tópica 1% Rolllon 10 ml,CLEAR FACE,9.13,9.92,/Medicina/Dermatológico/|/Medicina/,https://www.farmaciasmedicity.com/clear-face-solucion-topica-1-rolllon-10-ml/p
Clindamicina,medicity,Zudenina Plus Gel 0.1/1% Tubo Con 30 g,ZUDENINA,19.2,24.0,/Medicina/Dermatológico/|/Medicina/,https://www.farmaciasmedicity.com/zudenina-plus-gel-011-tubo-con-30-g/p
Clindamicina,medicity,Vaxiduo Cápsulas Vaginales 100 / 400 mg Caja con 7 Unidades,VAXIDUO,2.75,3.44,/Medicina/Salud Femenina/Antimicótico y Antiséptico Femenino/|/Medicina/Salud Femenina/|/Medicina/,https://www.farmaciasmedicity.com/vaxiduo-capsulas-vaginales-100--400-mg-caja-con-7-unidades/p
Clindamicina,medicity,Couplett Crema Vaginal 1.67/ 8% Tubo Con 30 g,COUPLETT,16.1,17.5,/Medicina/Salud Femenina/Antimicótico y Antiséptico Femenino/|/Medicina/Salud Femenina/|/Medicina/,https://www.farmaciasmedicity.com/couplett-crema-vaginal-167-8-tubo-con-30-g/p
Clindamicina,medicity,Clindana Óvulos 100 mg Caja 7 Unidades,CLINDANA,2.3,2.56,/Medicina/Salud Femenina/Antimicótico y Antiséptico Femenino/|/Medicina/Salud Femenina/|/Medicina/,https://www.farmaciasmedicity.com/clindana-ovulos-100-mg-caja-7-unidades-1/p
Clindamicina,medicity,Vaginsol F Óvulos 200/100 mg Caja Con 7 Unidades,VAGINSOL F,25.2,25.2,/Medicina/Salud Femenina/Antimicótico y Antiséptico Femenino/|/Medicina/Salud Femenina/|/Medicina/,https://www.farmaciasmedicity.com/vaginsol-f-i“vulos-200100-mg-caja-con-7-unidades/p
Clindamicina,cruzazul,Clindamicina 300mg leterago - genfar,Clindamicina,9.9,9.9,/Medicinas/Antiinfecciosos/|/Medicinas/,https://www.farmaciascruzazul.ec/clindamicina-300mg-leterago-genfar/p
Clindamicina,cruzazul,Clindamicina 300mg dyvenpro ecuagen cápsulas,Clindamicina,8.4,8.4,/Medicinas/Genitourinario y Hormonas Sexuales/|/Medicinas/,https://www.farmaciascruzazul.ec/clindamicina-300mg-dyvenpro-ecuagen-capsulas/p
Clindamicina,cruzazul,Clindamicina 300mg la sante tableta,Clindamicina,8.75,8.75,/Medicinas/Antiinfecciosos/|/Medicinas/,https://www.farmaciascruzazul.ec/clindamicina-300mg-la-sante-tableta/p
Clindamicina,cruzazul,Clindamicina 300mg tecnoquimicas - genericos cápsulas,Clindamicina,10.98,10.98,/Medicinas/Antiinfecciosos/|/Medicinas/,https://www.farmaciascruzazul.ec/clindamicina-300mg-tecnoquimicas-genericos-capsulas/p
Clindamicina,cruzazul,Clindamicina 300mg caplin point - generico cápsulas,Clindamicina,5.4,5.4,/Medicinas/Genitourinario y Hormonas Sexuales/|/Medicinas/,https://www.farmaciascruzazul.ec/clindamicina-300mg-caplin-point-generico-capsulas/p
Clindamicina,cruzazul,Clindamicina 600mg caplin point - generico solución inyectable,Clindamicina,156.5,156.5,/Medicinas/Antiinfecciosos/|/Medicinas/,https://www.farmaciascruzazul.ec/clindamicina-600mg-caplin-point-generico-solucion-inyectable/p
Clindamicina,cruzazul,Clear face 1% biogenet roll-on,Clear Face,9.92,9.92,/Medicinas/Dermatológicos/|/Medicinas/,https://www.farmaciascruzazul.ec/clear-face-1-biogenet-roll-on/p
Metronidazol,pharmacys,Metronidazol 500mg pharmatotal,Metronidazol,4.23,4.23,/Cuidado Personal/Desodorantes y Antitranspirantes/Para Mujeres/|/Cuidado Personal/Desodorantes y Antitranspirantes/|/Cuidado Personal/,https://www.pharmacys.com.ec/metronidazol-500mg-pharmatotal/p
Metronidazol,pharmacys,Metronidazol 1gr labovida,Metronidazol,9.4,9.4,/Medicinas/Antiinfecciosos/|/Medicinas/,https://www.pharmacys.com.ec/metronidazol-1gr-labovida/p
Metronidazol,pharmacys,Metronidazol 500mg labovida óvulos,Metronidazol,4.7,4.7,/Medicinas/Genitourinario y Hormonas Sexuales/|/Medicinas/,https://www.pharmacys.com.ec/metronidazol-500mg-labovida-ovulos/p
Metronidazol,pharmacys,Metronidazol 500mg alianza life,Metronidazol,5.09,5.09,/Medicinas/Antiinfecciosos/|/Medicinas/,https://www.pharmacys.com.ec/metronidazol-500mg-alianza-life-solucion-inyectable/p
Metronidazol,pharmacys,Metronidazol 500mg rocnarf antiparasitarios,Metronidazol,3.6,3.6,/Medicinas/Genitourinario y Hormonas Sexuales/|/Medicinas/,https://www.pharmacys.com.ec/metronidazol-500mg-rocnarf-ovulos/p
Metronidazol,pharmacys,Metronidazol 1000mg oxialfarm farma óvulos,Metronidazol,10.0,10.0,/Cuidado Personal/Desodorantes y Antitranspirantes/Para Mujeres/|/Cuidado Personal/Desodorantes y Antitranspirantes/|/Cuidado Personal/,https://www.pharmacys.com.ec/metronidazol-1000mg-oxialfarm-farma-ovulos/p
Metronidazol,pharmacys,Metronidazol 500mg kronos marca comprimidos,Metronidazol,6.0,6.0,/Medicinas/Genitourinario y Hormonas Sexuales/|/Medicinas/,https://www.pharmacys.com.ec/metronidazol-500mg-kronos-marca-comprimidos/p
Metronidazol,pharmacys,Metronidazol 500mg pharmedic ampolla inyectable,Metronidazol,3.85,3.85,/Medicinas/Antiinfecciosos/|/Medicinas/,https://www.pharmacys.com.ec/metronidazol-500mg-pharmedic-ampolla-inyectable/p
Metronidazol,pharmacys,Metronidazol 250mg/5ml labovida suspensión,Metronidazol,2.47,2.47,/Medicinas/Genitourinario y Hormonas Sexuales/|/Medicinas/,https://www.pharmacys.com.ec/metronidazol-250mg-5ml-labovida-suspension/p
Metronidazol,pharmacys,Metronidazol 500mg portugal - generico tableta,Metronidazol,12.0,12.0,/Medicinas/Genitourinario y Hormonas Sexuales/|/Medicinas/,https://www.pharmacys.com.ec/metronidazol-500mg-portugal-generico-tableta/p
Metronidazol,medicity,Metronidazol Life Solución Inyectable 5mg/Ml x 100 ml,LIFE,3.82,5.09,/Medicina/Antiparasitario/|/Medicina/,https://www.farmaciasmedicity.com/metronidazol-life-solucion-inyectable-5mg-ml-x-100-ml-1/p
Metronidazol,medicity,Rozex Gel 0.75% Tubo 30 g,ROZEX,9.41,11.76,/Medicina/Antiparasitario/|/Medicina/,https://www.farmaciasmedicity.com/rozex-gel-075-tubo-con-30-g/p
Metronidazol,medicity,Amevan Tabletas 500mg Caja 30 Unidades,AMEVAN,0.1,0.12,/Medicina/Antiparasitario/|/Medicina/,https://www.farmaciasmedicity.com/amevan-tabletas-500mg-caja-30-unidades-1/p
Metronidazol,medicity,Gynotran Óvulos 750 / 200 mg Caja con 7 Unidades,GYNOTRAN,1.21,1.46,/Medicina/Salud Femenina/Antimicótico y Antiséptico Femenino/|/Medicina/Salud Femenina/|/Medicina/,https://www.farmaciasmedicity.com/gynotran-ovulos-750--200-mg-caja-con-7-unidades/p
Metronidazol,medicity,Colpofilin Max Ovulos 750Mg+200Mg Caja 7 Unidades,COLPOFILIN MAX,1.31,1.46,/Medicina/Salud Femenina/Antimicótico y Antiséptico Femenino/|/Medicina/Salud Femenina/|/Medicina/,https://www.farmaciasmedicity.com/colpofilin-max-ovulos-750mg-200mg-caja-7-unidades/p
Metronidazol,medicity,Etron Suspensión Frasco 120 ml,ETRON,2.73,2.97,/Medicina/Antiparasitario/|/Medicina/,https://www.farmaciasmedicity.com/etron-suspension-frasco-con-120-ml/p
Metronidazol,medicity,Etron Nistatina Óvulos 500 mg/100.000Ui Con 10 Unidades,ETRON,0.84,1.05,/Medicina/Salud Femenina/Antimicótico y Antiséptico Femenino/|/Medicina/Salud Femenina/|/Medicina/,https://www.farmaciasmedicity.com/etron-nistatina-ovulos-500-mg100000ui-con-10-unidades/p
Metronidazol,medicity,Fangan Plus Ovulos Caja 6 Unidades,FANGAN,1.06,1.32,/Medicina/Salud Femenina/Antimicótico y Antiséptico Femenino/|/Medicina/Salud Femenina/|/Medicina/,https://www.farmaciasmedicity.com/fangan-plus-ovulos-caja-6-unidades/p
Metronidazol,medicity,Acromona Óvulos 500 mg /100.000 Ui 60 Unidades,ACROMONA,0.43,0.47,/Medicina/Salud Femenina/Antimicótico y Antiséptico Femenino/|/Medicina/Salud Femenina/|/Medicina/,https://www.farmaciasmedicity.com/acromona-ovulos-500-mg-100000-ui-60-unidades/p
Metronidazol,medicity,Neo Pelvicillin Óvulos Caja 6 Unidades,NEO PELVICILLIN,2.25,2.81,/Medicina/Salud Femenina/Antimicótico y Antiséptico Femenino/|/Medicina/Salud Femenina/|/Medicina/,https://www.farmaciasmedicity.com/neo-pelvicillin-caja-con-6-ovulos-1/p
Metronidazol,cruzazul,Metronidazol 500mg pharmatotal,Metronidazol,4.23,4.23,/Cuidado Personal/Desodorantes y Antitranspirantes/Para Mujeres/|/Cuidado Personal/Desodorantes y Antitranspirantes/|/Cuidado Personal/,https://www.farmaciascruzazul.ec/metronidazol-500mg-pharmatotal/p
Metronidazol,cruzazul,Metronidazol 1gr labovida,Metronidazol,9.4,9.4,/Medicinas/Antiinfecciosos/|/Medicinas/,https://www.farmaciascruzazul.ec/metronidazol-1gr-labovida/p
Metronidazol,cruzazul,Metronidazol 500mg labovida óvulos,Metronidazol,4.7,4.7,/Medicinas/Genitourinario y Hormonas Sexuales/|/Medicinas/,https://www.farmaciascruzazul.ec/metronidazol-500mg-labovida-ovulos/p
Metronidazol,cruzazul,Metronidazol 500mg alianza life,Metronidazol,5.09,5.09,/Medicinas/Antiinfecciosos/|/Medicinas/,https://www.farmaciascruzazul.ec/metronidazol-500mg-alianza-life-solucion-inyectable/p
Metronidazol,cruzazul,Metronidazol 500mg rocnarf antiparasitarios,Metronidazol,3.6,3.6,/Medicinas/Genitourinario y Hormonas Sexuales/|/Medicinas/,https://www.farmaciascruzazul.ec/metronidazol-500mg-rocnarf-ovulos/p
Metronidazol,cruzazul,Metronidazol 1000mg oxialfarm farma óvulos,Metronidazol,10.0,10.0,/Cuidado Personal/Desodorantes y Antitranspirantes/Para Mujeres/|/Cuidado Personal/Desodorantes y Antitranspirantes/|/Cuidado Personal/,https://www.farmaciascruzazul.ec/metronidazol-1000mg-oxialfarm-farma-ovulos/p
Metronidazol,cruzazul,Metronidazol 500mg kronos marca comprimidos,Metronidazol,6.0,6.0,/Medicinas/Genitourinario y Hormonas Sexuales/|/Medicinas/,https://www.farmaciascruzazul.ec/metronidazol-500mg-kronos-marca-comprimidos/p
Metronidazol,cruzazul,Metronidazol 500mg pharmedic ampolla inyectable,Metronidazol,3.85,3.85,/Medicinas/Antiinfecciosos/|/Medicinas/,https://www.farmaciascruzazul.ec/metronidazol-500mg-pharmedic-ampolla-inyectable/p
Metronidazol,cruzazul,Metronidazol 250mg/5ml labovida suspensión,Metronidazol,2.47,2.47,/Medicinas/Genitourinario y Hormonas Sexuales/|/Medicinas/,https://www.farmaciascruzazul.ec/metronidazol-250mg-5ml-labovida-suspension/p
Metronidazol,cruzazul,Metronidazol 500mg portugal - generico tableta,Metronidazol,12.0,12.0,/Medicinas/Genitourinario y Hormonas Sexuales/|/Medicinas/,https://www.farmaciascruzazul.ec/metronidazol-500mg-portugal-generico-tableta/p
Nitrofurantoina,pharmacys,Nitrofurantoina 100mg tecnoquimicas - genericos cápsulas,Nitrofurantoina,7.0,7.0,/Medicinas/Genitourinario y Hormonas Sexuales/|/Medicinas/,https://www.pharmacys.com.ec/nitrofurantoina-100mg-tecnoquimicas-genericos-capsulas/p
Nitrofurantoina,medicity,Uvamin Retardante Cápsulas 100 mg Caja Con 20 Unidades (REC),UVAMIN,0.21,0.28,/Medicina/Antiinfeccioso y Antibacteriano/|/Medicina/,https://www.farmaciasmedicity.com/uvamin-retardante-capsulas-100-mg-caja-con-20-unidades/p
Nitrofurantoina,cruzazul,Nitrofurantoina 100mg tecnoquimicas - genericos cápsulas,Nitrofurantoina,7.0,7.0,/Medicinas/Genitourinario y Hormonas Sexuales/|/Medicinas/,https://www.farmaciascruzazul.ec/nitrofurantoina-100mg-tecnoquimicas-genericos-capsulas/p
Penicilina benzatinica,pharmacys,Penicilina benzatinica 2400000ui genamerica generico en polvo,Penicilina Benzatinica,27.0,27.0,/Medicinas/Antiinfecciosos/|/Medicinas/,https://www.pharmacys.com.ec/penicilina-benzatinica-2400000ui-genamerica-generico-en-polvo/p
Penicilina benzatinica,pharmacys,Penicilina benzatinica 1200000ui genamerica generico ampollas inyectables,Penicilina Benzatinica,20.0,20.0,/Medicinas/Antiinfecciosos/|/Medicinas/,https://www.pharmacys.com.ec/penicilina-benzatinica-1200000ui-genamerica-generico-ampollas-inyectables/p
Penicilina benzatinica,medicity,Biconcilina BZ Polvo Inyectable Caja 2 Unidades (REC),BICONCILINA,1.89,2.05,/Medicina/Antiinfeccioso y Antibacteriano/|/Medicina/,https://www.farmaciasmedicity.com/biconcilina-bz-polvo-inyectable-caja-con-2-unidades/p
Penicilina benzatinica,cruzazul,Penicilina benzatinica 2400000ui genamerica generico en polvo,Penicilina Benzatinica,27.0,27.0,/Medicinas/Antiinfecciosos/|/Medicinas/,https://www.farmaciascruzazul.ec/penicilina-benzatinica-2400000ui-genamerica-generico-en-polvo/p
Penicilina benzatinica,cruzazul,Penicilina benzatinica 1200000ui genamerica generico ampollas inyectables,Penicilina Benzatinica,20.0,20.0,/Medicinas/Antiinfecciosos/|/Medicinas/,https://www.farmaciascruzazul.ec/penicilina-benzatinica-1200000ui-genamerica-generico-ampollas-inyectables/p
Ampicilina,pharmacys,Ampicilina 1.5gr hospimedikka ampolla inyectable,Ampicilina,18.92,18.92,/Medicinas/Antiinfecciosos/|/Medicinas/,https://www.pharmacys.com.ec/ampicilina-15gr-hospimedikka-ampolla-inyectable/p
Ampicilina,pharmacys,Ampicilina 500mg dyvenpro ecuagen cápsulas,Ampicilina,18.75,18.75,/Medicinas/Antiinfecciosos/|/Medicinas/,https://www.pharmacys.com.ec/ampicilina-500mg-dyvenpro-ecuagen-capsulas/p
Ampicilina,pharmacys,Ampicilina 1gr la sante tableta,Ampicilina,27.7,27.7,/Medicinas/Antiinfecciosos/|/Medicinas/,https://www.pharmacys.com.ec/ampicilina-1gr-la-sante-tableta/p
Ampicilina,pharmacys,Ampicilina 1gr labvitalis ampolla inyectable,Ampicilina,8.7,8.7,/Medicinas/Antiinfecciosos/|/Medicinas/,https://www.pharmacys.com.ec/ampicilina-1gr-labvitalis-ampolla-inyectable/p
Ampicilina,pharmacys,Ampicilina 1gr dyvenpro ecuagen tableta,Ampicilina,25.6,32.0,/Medicinas/Antiinfecciosos/|/Medicinas/,https://www.pharmacys.com.ec/ampicilina-1gr-dyvenpro-ecuagen-tableta/p
Ampicilina,pharmacys,Ampicilina 500mg la sante cápsulas,Ampicilina,19.0,19.0,/Medicinas/Antiinfecciosos/|/Medicinas/,https://www.pharmacys.com.ec/ampicilina-500mg-la-sante-capsulas/p
