principio_activo_buscado,farmacia,producto_nombre,marca,precio,precio_lista,categorias,url
Hidroclorotiazida,cruzazul,Iltuxam 40/5/25mg quifatex dist medicamenta iltuxam – antihipertensivo triple combinación,Iltuxam,43.68,43.68,/Medicinas/Aparato Cardiovascular/|/Medicinas/,https://www.farmaciascruzazul.ec/iltuxam-40-5-25mg-quifatex-dist-medicamenta-iltuxam-antihipe/p
Furosemida,pharmacys,Furosemida 40mg tecnoquimicas - genericos tableta,Furosemida,7.94,7.94,/Medicinas/Aparato Cardiovascular/|/Medicinas/,https://www.pharmacys.com.ec/furosemida-40mg-tecnoquimicas-genericos-tableta/p
Furosemida,pharmacys,Furosemida 20mg magma especialidad solución inyectable,Furosemida,55.0,55.0,/Medicinas/Aparato Cardiovascular/|/Medicinas/,https://www.pharmacys.com.ec/furosemida-20mg-fresenius-kabi-hospitalario-solucion-inyectable/p
Furosemida,pharmacys,Furosemida 40mg leterago - genfar tableta,Furosemida,3.2,3.2,/Medicinas/Aparato Cardiovascular/|/Medicinas/,https://www.pharmacys.com.ec/furosemida-40mg-leterago-genfar-tableta/p
Furosemida,medicity,Genfar Furosemida Tabletas 40 mg Caja 100 Unidades,GENFAR,0.02,0.03,/Medicina/Sistema Cardiovascular/|/Medicina/,https://www.farmaciasmedicity.com/genfar-furosemida-tabletas-40-mg-caja-100-unidades-1/p
Furosemida,cruzazul,Furosemida 40mg tecnoquimicas - genericos tableta,Furosemida,7.94,7.94,/Medicinas/Aparato Cardiovascular/|/Medicinas/,https://www.farmaciascruzazul.ec/furosemida-40mg-tecnoquimicas-genericos-tableta/p
Furosemida,cruzazul,Furosemida 20mg magma especialidad solución inyectable,Furosemida,55.0,55.0,/Medicinas/Aparato Cardiovascular/|/Medicinas/,https://www.farmaciascruzazul.ec/furosemida-20mg-fresenius-kabi-hospitalario-solucion-inyectable/p
Furosemida,cruzazul,Furosemida 40mg leterago - genfar tableta,Furosemida,3.2,3.2,/Medicinas/Aparato Cardiovascular/|/Medicinas/,https://www.farmaciascruzazul.ec/furosemida-40mg-leterago-genfar-tableta/p
Espironolactona,pharmacys,Espironolactona 25 Mg x20,Espironolactona,5.75,5.75,/Medicinas/Aparato Cardiovascular/|/Medicinas/,https://www.pharmacys.com.ec/espironolactona-25mg-dyvenpro-representaciones-lab-chile-linea-generica-comprimidos/p
Espironolactona,pharmacys,Espironolactona 25mg lacfarma tableta,Espironolactona,9.6,9.6,/Medicinas/Hormonas/|/Medicinas/,https://www.pharmacys.com.ec/espironolactona-25mg-lacfarma-tableta/p
Espironolactona,pharmacys,Espironolactona 25 mg Tabletas x 20,Espironolactona,5.67,5.67,/Medicinas/Aparato Cardiovascular/|/Medicinas/,https://www.pharmacys.com.ec/espironolactona-25mg-ecuaquimica-mintlab-comprimidos/p
Espironolactona,medicity,Ecuaquimica Espironolactona Comprimidos 25 mg Caja 20 Unidades,ECUAQUIMICA,0.22,0.28,/Medicina/Sistema Cardiovascular/|/Medicina/,https://www.farmaciasmedicity.com/ecuaquimica-espironolactona-comprimidos-25-mg-caja-20-unidades-1/p
Espironolactona,medicity,Espironolactona Cormin Comprimidos 25 mg Caja Con 20 Unidades,CORMIN,0.27,0.29,/Medicina/Sistema Cardiovascular/|/Medicina/,https://www.farmaciasmedicity.com/espironolactona-cormin-comprimidos-25-mg-caja-con-20-unidades/p
Espironolactona,medicity,Aldactone A Tabletas 25 mg Caja Con 30 Unidades,ALDACTONE,0.27,0.32,/Medicina/Sistema Cardiovascular/|/Medicina/,https://www.farmaciasmedicity.com/aldactone-a-tabletas-25-mg-caja-con-30-unidades/p
Espironolactona,medicity,Aldactone Tabletas 100 mg Caja 30 Unidades,ALDACTONE,0.58,0.73,/Medicina/Sistema Cardiovascular/|/Medicina/,https://www.farmaciasmedicity.com/aldactone-tabletas-100-mg-caja-30-unidades-1/p
Espironolactona,cruzazul,Espironolactona 25 Mg x20,Espironolactona,5.75,5.75,/Medicinas/Aparato Cardiovascular/|/Medicinas/,https://www.farmaciascruzazul.ec/espironolactona-25mg-dyvenpro-representaciones-lab-chile-linea-generica-comprimidos/p
Espironolactona,cruzazul,Espironolactona 25mg lacfarma tableta,Espironolactona,9.6,9.6,/Medicinas/Hormonas/|/Medicinas/,https://www.farmaciascruzazul.ec/espironolactona-25mg-lacfarma-tableta/p
Espironolactona,cruzazul,Espironolactona 25 mg Tabletas x 20,Espironolactona,5.67,5.67,/Medicinas/Aparato Cardiovascular/|/Medicinas/,https://www.farmaciascruzazul.ec/espironolactona-25mg-ecuaquimica-mintlab-comprimidos/p
Indapamida,pharmacys,Natrilix Sr Com x1.5MG x30,Natrilix,19.2,19.2,/Medicinas/Aparato Cardiovascular/|/Medicinas/,https://www.pharmacys.com.ec/natrilix-sr-com-x1-5mg-x30/p
Indapamida,pharmacys,Preterax Com x10/2.5MG x30,Preterax,49.68,49.68,/Medicinas/Aparato Cardiovascular/|/Medicinas/,https://www.pharmacys.com.ec/preterax-com-x10-2-5mg-x30/p
Indapamida,pharmacys,Preterax Com-Rec x5/1.25MG x30,Preterax,41.4,41.4,/Medicinas/Aparato Cardiovascular/|/Medicinas/,https://www.pharmacys.com.ec/preterax-com-rec-x5-1-25mg-x30/p
Indapamida,cruzazul,Natrilix Sr Com x1.5MG x30,Natrilix,19.2,19.2,/Medicinas/Aparato Cardiovascular/|/Medicinas/,https://www.farmaciascruzazul.ec/natrilix-sr-com-x1-5mg-x30/p
Indapamida,cruzazul,Preterax Com x10/2.5MG x30,Preterax,49.68,49.68,/Medicinas/Aparato Cardiovascular/|/Medicinas/,https://www.farmaciascruzazul.ec/preterax-com-x10-2-5mg-x30/p
Indapamida,cruzazul,Preterax Com-Rec x5/1.25MG x30,Preterax,41.4,41.4,/Medicinas/Aparato Cardiovascular/|/Medicinas/,https://www.farmaciascruzazul.ec/preterax-com-rec-x5-1-25mg-x30/p
Clortalidona,pharmacys,Clortalidona 50mg oxialfarm farma tableta,Clortalidona,4.48,4.48,/Medicinas/Aparato Cardiovascular/|/Medicinas/,https://www.pharmacys.com.ec/clortalidona-50mg-oxialfarm-farma-tableta/p
Clortalidona,pharmacys,Clortalidona 50mg garcos - nifa genericos tableta,Clortalidona,3.6,3.6,/Medicinas/Aparato Cardiovascular/|/Medicinas/,https://www.pharmacys.com.ec/clortalidona-50mg-garcos-nifa-genericos-tableta/p
Clortalidona,pharmacys,Hidroten 12.5mg leterago - grupo farma tableta,Hidroten,15.0,15.0,/Medicinas/Aparato Cardiovascular/|/Medicinas/,https://www.pharmacys.com.ec/hidroten-125mg-leterago-grupo-farma-tableta/p
Clortalidona,pharmacys,Hidroten 25mg leterago - grupo farma tableta,Hidroten,15.72,15.72,/Medicinas/Aparato Cardiovascular/|/Medicinas/,https://www.pharmacys.com.ec/hidroten-25mg-leterago-grupo-farma-tableta/p
Clortalidona,medicity,Clortalidona Nifa Tabletas 50 mg 30 Unidades,NIFA,0.1,0.12,/Medicina/Sistema Cardiovascular/|/Medicina/,https://www.farmaciasmedicity.com/clortalidona-nifa-tabletas-50-mg-30-unidades/p
Clortalidona,medicity,Hidroten Tabletas Caja 30 Unidades,HIDROTEN,0.42,0.5,/Medicina/Sistema Cardiovascular/|/Medicina/,https://www.farmaciasmedicity.com/hidroten-tabletas-caja-con-30-unidades/p
Clortalidona,cruzazul,Clortalidona 50mg oxialfarm farma tableta,Clortalidona,4.48,4.48,/Medicinas/Aparato Cardiovascular/|/Medicinas/,https://www.farmaciascruzazul.ec/clortalidona-50mg-oxialfarm-farma-tableta/p
Clortalidona,cruzazul,Clortalidona 50mg garcos - nifa genericos tableta,Clortalidona,3.6,3.6,/Medicinas/Aparato Cardiovascular/|/Medicinas/,https://www.farmaciascruzazul.ec/clortalidona-50mg-garcos-nifa-genericos-tableta/p
Clortalidona,cruzazul,Hidroten 12.5mg leterago - grupo farma tableta,Hidroten,15.0,15.0,/Medicinas/Aparato Cardiovascular/|/Medicinas/,https://www.farmaciascruzazul.ec/hidroten-125mg-leterago-grupo-farma-tableta/p
Clortalidona,cruzazul,Hidroten 25mg leterago - grupo farma tableta,Hidroten,15.72,15.72,/Medicinas/Aparato Cardiovascular/|/Medicinas/,https://www.farmaciascruzazul.ec/hidroten-25mg-leterago-grupo-farma-tableta/p
Doxazosina,pharmacys,Doxazosina 4mg garcos - nifa genericos tableta,Doxazosina,20.6,20.6,/Medicinas/Aparato Cardiovascular/|/Medicinas/,https://www.pharmacys.com.ec/doxazosina-4mg-garcos-nifa-genericos-tableta/p
Doxazosina,pharmacys,Doxazosina 2mg garcos - nifa genericos tableta,Doxazosina,11.0,11.0,/Minimarket/Snacks/|/Minimarket/,https://www.pharmacys.com.ec/doxazosina-2mg-garcos-nifa-genericos-tableta/p
Doxazosina,pharmacys,Cardura 4 mg Tabletas x 30,Cardura,39.6,39.6,/Medicinas/Aparato Cardiovascular/|/Medicinas/,https://www.pharmacys.com.ec/cardura-4mg-aspen-upjohn-tableta/p
Doxazosina,medicity,Doxazosina Momenta Comprimidos 2mg Caja 30 Unidades,MOMENTA,0.41,0.45,/Medicina/Sistema Cardiovascular/|/Medicina/,https://www.farmaciasmedicity.com/doxazosina-momenta-comprimidos-2mg-caja-30-unidades-1/p
Doxazosina,medicity,Doxazosina Nifa Tabletas 4 mg Caja 20 Unidades,NIFA,0.95,1.03,/Medicina/Sistema Cardiovascular/|/Medicina/,https://www.farmaciasmedicity.com/doxazosina-nifa-tabletas-4-mg-caja-20-unidades-1/p
Doxazosina,medicity,Doxazosina Nifa Tabletas 2mg Caja 20 Unidades,NIFA,0.51,0.55,/Medicina/Sistema Cardiovascular/|/Medicina/,https://www.farmaciasmedicity.com/doxazosina-nifa-tabletas-2mg-caja-20-unidades-1/p
Doxazosina,medicity,Cardura Tabletas 4 mg Caja 30 Unidades,CARDURA,1.21,1.32,/Medicina/Sistema Cardiovascular/|/Medicina/,https://www.farmaciasmedicity.com/cardura-tabletas-4-mg-caja-30-unidades-1/p
Doxazosina,medicity,Duomo Hp Cápsulas 2/5 mg Adultos Caja con 30 Unidades,DUOMO HP,1.06,1.33,/Medicina/Salud Masculina/Prostático/|/Medicina/Salud Masculina/|/Medicina/,https://www.farmaciasmedicity.com/duomo-hp-capsulas-25-mg-adultos-caja-con-30-unidades/p
Doxazosina,cruzazul,Doxazosina 4mg garcos - nifa genericos tableta,Doxazosina,20.6,20.6,/Medicinas/Aparato Cardiovascular/|/Medicinas/,https://www.farmaciascruzazul.ec/doxazosina-4mg-garcos-nifa-genericos-tableta/p
Doxazosina,cruzazul,Doxazosina 2mg garcos - nifa genericos tableta,Doxazosina,11.0,11.0,/Minimarket/Snacks/|/Minimarket/,https://www.farmaciascruzazul.ec/doxazosina-2mg-garcos-nifa-genericos-tableta/p
Doxazosina,cruzazul,Cardura 4 mg Tabletas x 30,Cardura,39.6,39.6,/Medicinas/Aparato Cardiovascular/|/Medicinas/,https://www.farmaciascruzazul.ec/cardura-4mg-aspen-upjohn-tableta/p
Metformina,pharmacys,Metformina 850 mg 10 Tabletas,Metformina,4.1,4.1,/Medicinas/Aparato Cardiovascular/|/Medicinas/,https://www.pharmacys.com.ec/metformina-850mg-pharmedic/p
Metformina,pharmacys,Metformina 500mg labovida tableta recubierta,Metformina,3.24,5.4,/Medicinas/Aparato Metabólico y Digestivo/|/Medicinas/,https://www.pharmacys.com.ec/metformina-500mg-labovida-tableta-recubierta/p
Metformina,pharmacys,Metformina 1000mg berkanafarma tabletas recubiertas,Metformina,11.4,11.4,/Medicinas/Aparato Metabólico y Digestivo/|/Medicinas/,https://www.pharmacys.com.ec/metformina-1000mg-berkana-berkana-tabletas-recubiertas/p
Metformina,pharmacys,Metformina 500mg berkanafarma tabletas recubiertas,Metformina,7.5,7.5,/Medicinas/Aparato Metabólico y Digestivo/|/Medicinas/,https://www.pharmacys.com.ec/metformina-500mg-berkana-berkana-tabletas-recubiertas/p
Metformina,pharmacys,Metformina 850mg berkanafarma tabletas recubiertas,Metformina,8.1,8.1,/Medicinas/Aparato Metabólico y Digestivo/|/Medicinas/,https://www.pharmacys.com.ec/metformina-850mg-berkana-berkana-tabletas-recubiertas/p
Metformina,pharmacys,Metformina 1000mg labovida tabletas recubiertas,Metformina,5.4,9.0,/Medicinas/Aparato Metabólico y Digestivo/|/Medicinas/,https://www.pharmacys.com.ec/metformina-1000mg-labovida-tabletas-recubiertas/p
Metformina,pharmacys,Metformina 850mg leterago - genfar comprimidos,Metformina,8.1,8.1,/Medicinas/Aparato Metabólico y Digestivo/|/Medicinas/,https://www.pharmacys.com.ec/metformina-850mg-leterago-genfar-comprimidos/p
Metformina,pharmacys,Metformina 850mg tecnoquimicas - genericos tableta,Metformina,5.1,5.1,/Medicinas/Aparato Metabólico y Digestivo/|/Medicinas/,https://www.pharmacys.com.ec/metformina-850mg-tecnoquimicas-genericos-tableta/p
Metformina,pharmacys,Metformina 1000mg jaspharm generico tabletas recubiertas,Metformina,11.1,11.1,/Medicinas/Aparato Metabólico y Digestivo/|/Medicinas/,https://www.pharmacys.com.ec/metformina-1000mg-jaspharm-generico-tabletas-recubiertas/p
Metformina,pharmacys,Metformina 1000mg caplin point - generico tableta,Metformina,11.4,11.4,/Medicinas/Aparato Metabólico y Digestivo/|/Medicinas/,https://www.pharmacys.com.ec/metformina-1000mg-caplin-point-generico-tableta/p
Metformina,medicity,Metformina Bkf Tabletas Recubierto 1000mg Caja 30 Unidades,BKF,0.28,0.38,/Medicina/Diabetes/|/Medicina/,https://www.farmaciasmedicity.com/metformina-bkf-tabletas-recubierto-1000mg-caja-30-unidades-1/p
Metformina,medicity,Metformina Bkf Tabletas Recubiertas 500 mg Caja 30 Unidades,BKF,0.19,0.25,/Medicina/Diabetes/|/Medicina/,https://www.farmaciasmedicity.com/metformina-bkf-tabletas-recubiertas-500-mg-caja-30-unidades-1/p
Metformina,medicity,Metformina Bkf Tabletas Recubiertas 850 mg Caja 30 Unidades,BKF,0.25,0.27,/Medicina/Diabetes/|/Medicina/,https://www.farmaciasmedicity.com/metformina-bkf-tabletas-recubiertas-850-mg-caja-30-unidades-1/p
Metformina,medicity,Metformina Nifa Tabletas Recubiertas 500 mg Caja con 30 Unidades,NIFA,0.15,0.2,/Medicina/Diabetes/|/Medicina/,https://www.farmaciasmedicity.com/metformina-nifa-tabletas-recubiertas-500-mg-caja-con-30-unidades-1/p
Metformina,medicity,Glucofage Tabletas Caja Con 60 Unidades,GLUCOFAGE,0.22,0.25,/Medicina/Diabetes/|/Medicina/,https://www.farmaciasmedicity.com/glucofage-tabletas-caja-con-60-unidades/p
Metformina,medicity,Glucofage Xr Tabletas Liberación Prolongada Caja Con 30 Unidades,GLUCOFAGE,0.76,0.83,/Medicina/Diabetes/|/Medicina/,https://www.farmaciasmedicity.com/glucofage-xr-tabletas-liberacion-prolongada-caja-con-30-unidades/p
Metformina,medicity,Glicenex Sr Comprimidos Liberación Prolongada 1000 mg Caja 30 Unidades,GLICENEX,0.92,1.0,/Medicina/Diabetes/|/Medicina/,https://www.farmaciasmedicity.com/glicenex-sr-comprimidos-liberacion-prolongada-1000-mg-caja-30-unidades-1/p
Metformina,medicity,Glicenex Sr Comprimidos 750 mg Liberación Prolongada Caja Con 30 Unidades,GLICENEX,0.55,0.66,/Medicina/Diabetes/|/Medicina/,https://www.farmaciasmedicity.com/glicenex-sr-comprimidos-750-mg-liberacion-prolongada-caja-con-30-unidades/p
Metformina,medicity,Glucocid Comprimidos Recubiertos 850 mg Caja 30 Unidades,GLUCOCID,0.21,0.27,/Medicina/Diabetes/|/Medicina/,https://www.farmaciasmedicity.com/glucocid-comprimidos-recubiertos-850-mg-caja-con-30-unidades/p
Metformina,medicity,Glicenex Sr Comprimidos Recubiertos 500 mg Caja Con 30 Unidades,GLICENEX,0.48,0.52,/Medicina/Diabetes/|/Medicina/,https://www.farmaciasmedicity.com/glicenex-sr-comprimidos-recubiertos-500-mg-caja-con-30-unidades/p
Metformina,cruzazul,Metformina 850 mg 10 Tabletas,Metformina,3.28,4.1,/Medicinas/Aparato Cardiovascular/|/Medicinas/,https://www.farmaciascruzazul.ec/metformina-850mg-pharmedic/p
Metformina,cruzazul,Metformina 500mg labovida tableta recubierta,Metformina,5.4,5.4,/Medicinas/Aparato Metabólico y Digestivo/|/Medicinas/,https://www.farmaciascruzazul.ec/metformina-500mg-labovida-tableta-recubierta/p
Metformina,cruzazul,Metformina 1000mg berkanafarma tabletas recubiertas,Metformina,11.4,11.4,/Medicinas/Aparato Metabólico y Digestivo/|/Medicinas/,https://www.farmaciascruzazul.ec/metformina-1000mg-berkana-berkana-tabletas-recubiertas/p
Metformina,cruzazul,Metformina 500mg berkanafarma tabletas recubiertas,Metformina,7.5,7.5,/Medicinas/Aparato Metabólico y Digestivo/|/Medicinas/,https://www.farmaciascruzazul.ec/metformina-500mg-berkana-berkana-tabletas-recubiertas/p
Metformina,cruzazul,Metformina 850mg berkanafarma tabletas recubiertas,Metformina,8.1,8.1,/Medicinas/Aparato Metabólico y Digestivo/|/Medicinas/,https://www.farmaciascruzazul.ec/metformina-850mg-berkana-berkana-tabletas-recubiertas/p
Metformina,cruzazul,Metformina 1000mg labovida tabletas recubiertas,Metformina,9.0,9.0,/Medicinas/Aparato Metabólico y Digestivo/|/Medicinas/,https://www.farmaciascruzazul.ec/metformina-1000mg-labovida-tabletas-recubiertas/p
Metformina,cruzazul,Metformina 850mg leterago - genfar comprimidos,Metformina,8.1,8.1,/Medicinas/Aparato Metabólico y Digestivo/|/Medicinas/,https://www.farmaciascruzazul.ec/metformina-850mg-leterago-genfar-comprimidos/p
Metformina,cruzazul,Metformina 850mg tecnoquimicas - genericos tableta,Metformina,5.1,5.1,/Medicinas/Aparato Metabólico y Digestivo/|/Medicinas/,https://www.farmaciascruzazul.ec/metformina-850mg-tecnoquimicas-genericos-tableta/p
Metformina,cruzazul,Metformina 1000mg jaspharm generico tabletas recubiertas,Metformina,11.1,11.1,/Medicinas/Aparato Metabólico y Digestivo/|/Medicinas/,https://www.farmaciascruzazul.ec/metformina-1000mg-jaspharm-generico-tabletas-recubiertas/p
Metformina,cruzazul,Metformina 1000mg caplin point - generico tableta,Metformina,11.4,11.4,/Medicinas/Aparato Metabólico y Digestivo/|/Medicinas/,https://www.farmaciascruzazul.ec/metformina-1000mg-caplin-point-generico-tableta/p
Metformina liberacion prolongada,pharmacys,Hiprostam 0.4/0.5mg rocnarf d - cápsulas de liberación prolongada,Hiprostam,28.8,36.0,/Medicinas/Antiinfecciosos/|/Medicinas/,https://www.pharmacys.com.ec/hiprostam-04-05mg-rocnarf-marca-d-capsulas-de-liberacion-prolongada/p
Metformina liberacion prolongada,pharmacys,Mellimet 500 mg x 30,Mellimet,11.76,11.76,/Vitaminas y Suplementos/Compra por Tipo de Cuidados/Diabetes/|/Vitaminas y Suplementos/Compra por Tipo de Cuidados/|/Vitaminas y Suplementos/,https://www.pharmacys.com.ec/mellimet-500mg-x30/p
Metformina liberacion prolongada,pharmacys,Mellimet 1000 mg x 30,Mellimet,11.76,11.76,/Vitaminas y Suplementos/Compra por Tipo de Cuidados/Diabetes/|/Vitaminas y Suplementos/Compra por Tipo de Cuidados/|/Vitaminas y Suplementos/,https://www.pharmacys.com.ec/mellimet-1000mg-x30/p
Metformina liberacion prolongada,pharmacys,Mellimet 750 mg x 30,Mellimet,16.33,16.33,/Vitaminas y Suplementos/Compra por Tipo de Cuidados/Diabetes/|/Vitaminas y Suplementos/Compra por Tipo de Cuidados/|/Vitaminas y Suplementos/,https://www.pharmacys.com.ec/mellimet-750mg-x30/p
Metformina liberacion prolongada,pharmacys,Altuxerin Duo 50 mg/1000 mg x 28,Altuxerin,31.08,31.08,/Medicinas/Aparato Metabólico y Digestivo/|/Medicinas/,https://www.pharmacys.com.ec/altuxerin-duo-50mg-1000mg-x28/p
Metformina liberacion prolongada,pharmacys,Altuxerin Duo 100 mg/1000 mg x 28,Altuxerin,49.84,49.84,/Medicinas/Aparato Metabólico y Digestivo/|/Medicinas/,https://www.pharmacys.com.ec/altuxerin-duo-100mg-1000mg-x28/p
Metformina liberacion prolongada,medicity,Glucofage Xr Tabletas Liberación Prolongada Caja Con 30 Unidades,GLUCOFAGE,0.76,0.83,/Medicina/Diabetes/|/Medicina/,https://www.farmaciasmedicity.com/glucofage-xr-tabletas-liberacion-prolongada-caja-con-30-unidades/p
Metformina liberacion prolongada,medicity,Glucofage Xr Comprimidos 750 mg Liberación Prolongada 30 Unidades,GLUCOFAGE,0.61,0.66,/Medicina/Diabetes/|/Medicina/,https://www.farmaciasmedicity.com/glucofage-xr-comprimidos-750-mg-liberacion-prolongada-30-unidades/p
Metformina liberacion prolongada,medicity,Glicenex Sr Comprimidos Liberación Prolongada 1000 mg Caja 30 Unidades,GLICENEX,0.92,1.0,/Medicina/Diabetes/|/Medicina/,https://www.farmaciasmedicity.com/glicenex-sr-comprimidos-liberacion-prolongada-1000-mg-caja-30-unidades-1/p
Metformina liberacion prolongada,medicity,Glicenex Sr Comprimidos 750 mg Liberación Prolongada Caja Con 30 Unidades,GLICENEX,0.55,0.66,/Medicina/Diabetes/|/Medicina/,https://www.farmaciasmedicity.com/glicenex-sr-comprimidos-750-mg-liberacion-prolongada-caja-con-30-unidades/p
Metformina liberacion prolongada,medicity,Dexilant Cápsulas Liberación Prolongada Caja Con 14 Unidades,DEXILANT,1.38,1.5,/Medicina/Sistema Digestivo/|/Medicina/,https://www.farmaciasmedicity.com/dexilant-capsulas-liberacion-prolongada-caja-con-14-unidades/p
Metformina liberacion prolongada,medicity,Urocit Tabletas 1080 mg Liberación Prolongada 100 Unidades,UROCIT,33.22,40.02,/Medicina/Sistema Digestivo/|/Medicina/,https://www.farmaciasmedicity.com/urocit-tabletas-1080-mg-liberacion-prolongada-100-unidades/p
Metformina liberacion prolongada,medicity,Enablex Comprimidos De Liberación Prolongada 7.5mg Caja 28 Unidades,ENABLEX,1.33,1.45,/Medicina/Salud Masculina/Prostático/|/Medicina/Salud Masculina/|/Medicina/,https://www.farmaciasmedicity.com/enablex-comprimidos-de-liberacion-prolongada-7-5mg-caja-28-unidades-1/p
Metformina liberacion prolongada,medicity,Dexopral Cápsulas Liberación Prolongada Caja Con 30 Unidades,DEXOPRAL,1.21,1.31,/Medicina/Sistema Digestivo/Antiácidos/|/Medicina/Sistema Digestivo/|/Medicina/,https://www.farmaciasmedicity.com/dexopral-capsulas-liberacion-prolongada-caja-con-30-unidades/p
Metformina liberacion prolongada,medicity,Dolo-Neurobión Retard Tabletas Liberación Prolongada 20 Unidades,DOLO-NEUROBION,1.12,1.35,/Medicina/Dolor y Malestar/|/Medicina/,https://www.farmaciasmedicity.com/dolo-neurobion-tabletas-liberacion-prolongada-caja-con-20-unidades/p
Metformina liberacion prolongada,medicity,Circadin Tabletas De Liberación Prolongada 2mg Caja 30 Unidades,CIRCADIN,1.11,1.21,/Medicina/Sistema Nervioso/|/Medicina/,https://www.farmaciasmedicity.com/circadin-tabletas-de-liberacion-prolongada-2mg-caja-30-unidades-1/p
Metformina liberacion prolongada,cruzazul,Hiprostam 0.4/0.5mg rocnarf d - cápsulas de liberación prolongada,Hiprostam,28.8,36.0,/Medicinas/Antiinfecciosos/|/Medicinas/,https://www.farmaciascruzazul.ec/hiprostam-04-05mg-rocnarf-marca-d-capsulas-de-liberacion-prolongada/p
Metformina liberacion prolongada,cruzazul,Mellimet 500 mg x 30,Mellimet,11.76,11.76,/Vitaminas y Suplementos/Compra por Tipo de Cuidados/Diabetes/|/Vitaminas y Suplementos/Compra por Tipo de Cuidados/|/Vitaminas y Suplementos/,https://www.farmaciascruzazul.ec/mellimet-500mg-x30/p
Metformina liberacion prolongada,cruzazul,Mellimet 1000 mg x 30,Mellimet,11.76,11.76,/Vitaminas y Suplementos/Compra por Tipo de Cuidados/Diabetes/|/Vitaminas y Suplementos/Compra por Tipo de Cuidados/|/Vitaminas y Suplementos/,https://www.farmaciascruzazul.ec/mellimet-1000mg-x30/p
Metformina liberacion prolongada,cruzazul,Mellimet 750 mg x 30,Mellimet,16.33,16.33,/Vitaminas y Suplementos/Compra por Tipo de Cuidados/Diabetes/|/Vitaminas y Suplementos/Compra por Tipo de Cuidados/|/Vitaminas y Suplementos/,https://www.farmaciascruzazul.ec/mellimet-750mg-x30/p
Metformina liberacion prolongada,cruzazul,Altuxerin Duo 50 mg/1000 mg x 28,Altuxerin,31.08,31.08,/Medicinas/Aparato Metabólico y Digestivo/|/Medicinas/,https://www.farmaciascruzazul.ec/altuxerin-duo-50mg-1000mg-x28/p
Metformina liberacion prolongada,cruzazul,Altuxerin Duo 100 mg/1000 mg x 28,Altuxerin,49.84,49.84,/Medicinas/Aparato Metabólico y Digestivo/|/Medicinas/,https://www.farmaciascruzazul.ec/altuxerin-duo-100mg-1000mg-x28/p
Glibenclamida,pharmacys,Glibenclamida 5mg ecuaquimica - mintlab comprimidos,Glibenclamida,2.4,2.4,/Medicinas/Aparato Metabólico y Digestivo/|/Medicinas/,https://www.pharmacys.com.ec/glibenclamida-5mg-ecuaquimica-mintlab-comprimidos/p
Glibenclamida,pharmacys,Glibenclamida 5mg tecnoquimicas - genericos tableta,Glibenclamida,2.4,2.4,/Medicinas/Aparato Metabólico y Digestivo/|/Medicinas/,https://www.pharmacys.com.ec/glibenclamida-5mg-tecnoquimicas-genericos-tableta/p
Glibenclamida,pharmacys,Metfordan 500/5mg danivet tableta,Metfordan,4.53,4.53,/Medicinas/Aparato Metabólico y Digestivo/|/Medicinas/,https://www.pharmacys.com.ec/metfordan-500-5mg-danivet-tableta/p
Glibenclamida,medicity,Glibenclamida Mk Tabletas 5 mg Caja Con 30 Unidades,MK,0.06,0.08,/Medicina/Diabetes/|/Medicina/,https://www.farmaciasmedicity.com/glibenclamida-mk-tabletas-5-mg-caja-con-30-unidades/p
Glibenclamida,medicity,Glucovance Tabletas Recubiertas Caja Con 30 Unidades,GLUCOVANCE,0.26,0.3,/Medicina/Diabetes/|/Medicina/,https://www.farmaciasmedicity.com/glucovance-tabletas-recubiertas-caja-con-30-unidades/p
Glibenclamida,cruzazul,Glibenclamida 5mg ecuaquimica - mintlab comprimidos,Glibenclamida,2.4,2.4,/Medicinas/Aparato Metabólico y Digestivo/|/Medicinas/,https://www.farmaciascruzazul.ec/glibenclamida-5mg-ecuaquimica-mintlab-comprimidos/p
Glibenclamida,cruzazul,Glibenclamida 5mg tecnoquimicas - genericos tableta,Glibenclamida,2.4,2.4,/Medicinas/Aparato Metabólico y Digestivo/|/Medicinas/,https://www.farmaciascruzazul.ec/glibenclamida-5mg-tecnoquimicas-genericos-tableta/p
Glibenclamida,cruzazul,Metfordan 500/5mg danivet tableta,Metfordan,4.53,4.53,/Medicinas/Aparato Metabólico y Digestivo/|/Medicinas/,https://www.farmaciascruzazul.ec/metfordan-500-5mg-danivet-tableta/p
Glimepirida,pharmacys,Glimepirida 4mg tecnoquimicas - genericos tableta,Glimepirida,6.8,6.8,/Medicinas/Aparato Metabólico y Digestivo/|/Medicinas/,https://www.pharmacys.com.ec/glimepirida-4mg-tecnoquimicas-genericos-tableta/p
Glimepirida,pharmacys,Glimepirida 2mg tecnoquimicas - genericos tableta,Glimepirida,3.9,3.9,/Medicinas/Aparato Metabólico y Digestivo/|/Medicinas/,https://www.pharmacys.com.ec/glimepirida-2mg-tecnoquimicas-genericos-tableta/p
Glimepirida,medicity,Amaryl M Comprimido Recubierto Caja Con 16 Unidades,AMARYL,0.51,0.57,/Medicina/Diabetes/|/Medicina/,https://www.farmaciasmedicity.com/amaryl-m-comprimido-recubierto-caja-con-16-unidades/p
